%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1570512769384365967,7251,1570512769296107000,/map,-17882.4824219,-93973.171875,62.5804634094,-0.0383931370679,-0.0520937745071,-0.709583522902,0.701643377871
1570512769485603043,7252,1570512769396706000,/map,-17882.5078125,-93973.9375,62.6795082092,-0.04201816984,-0.0504298710253,-0.709184714728,0.701960356365
1570512769550482684,7253,1570512769496626000,/map,-17882.5351562,-93974.7109375,62.7737159729,-0.0433200878263,-0.0500963737403,-0.708132242151,0.702966891792
1570512769728456246,7254,1570512769596855000,/map,-17882.5527344,-93975.1796875,62.8332061768,-0.0430404076362,-0.0513985321845,-0.707385644817,0.703641431204
1570512769835464225,7255,1570512769697104000,/map,-17882.4785156,-93976.140625,62.9467964172,-0.0442821525171,-0.0513544406024,-0.707190524188,0.70376372093
1570512769877820475,7256,1570512769797248000,/map,-17882.4785156,-93976.8828125,63.0318450928,-0.0455169568706,-0.0536598766742,-0.706543614169,0.704162584599
1570512769978389950,7257,1570512769897593000,/map,-17882.5664062,-93977.7109375,63.1284675598,-0.0479041074703,-0.0536582650016,-0.706123092831,0.704426124484
1570512770061161071,7258,1570512769997739000,/map,-17882.59375,-93978.515625,63.2244338989,-0.0491798299159,-0.0538571133016,-0.706040687126,0.704405638677
1570512770204991134,7259,1570512770097884000,/map,-17882.5859375,-93978.9296875,63.2863922119,-0.0466374441148,-0.0558865175634,-0.705404920464,0.705057121194
1570512770335584645,7260,1570512770198233000,/map,-17882.4824219,-93979.8359375,63.4360122681,-0.0454616748023,-0.0533693907344,-0.70472331237,0.706009913003
1570512770363538065,7261,1570512770300104000,/map,-17882.5136719,-93980.703125,63.5350456238,-0.0421335350113,-0.0506367696954,-0.7049399404,0.70620136166
1570512770460896364,7262,1570512770398628000,/map,-17882.5800781,-93981.5625,63.663105011,-0.0426986268641,-0.0475147987172,-0.705637464438,0.705687565391
1570512770559402857,7263,1570512770498875000,/map,-17882.6464844,-93982.390625,63.7347755432,-0.0414959449733,-0.0491378785181,-0.70583165558,0.705453917295
1570512770742447969,7264,1570512770599020000,/map,-17882.46875,-93982.75,63.7997436523,-0.0392118912836,-0.0536514905452,-0.703648351793,0.707434054993
1570512770799368812,7265,1570512770699370000,/map,-17882.3671875,-93982.8671875,63.8302726746,-0.0372044452303,-0.0567683830414,-0.701346454596,0.709581799772
1570512770850430567,7266,1570512770799516000,/map,-17882.2695312,-93982.9765625,63.8596343994,-0.0337659642322,-0.0591199974304,-0.699828347478,0.71105904792
1570512770969315288,7267,1570512770899664000,/map,-17882.2148438,-93983.0390625,63.8753013611,-0.0281325537488,-0.0635651885896,-0.69965280182,0.711093512222
1570512771130387540,7268,1570512771000049000,/map,-17882.2480469,-93982.6640625,63.887046814,-0.0277072417244,-0.0641578563995,-0.700490759282,0.710231493513
1570512771203964996,7269,1570512771103557000,/map,-17882.3261719,-93982.5,63.8926811218,-0.0306847249153,-0.0613017557777,-0.699902678674,0.710940773047
1570512771345827138,7270,1570512771200406000,/map,-17882.2402344,-93982.8828125,63.9658203125,-0.0320678833132,-0.0608996862576,-0.698061813244,0.712721954176
1570512771373365308,7271,1570512771300655000,/map,-17882.1953125,-93983.265625,64.0692825317,-0.0317120248364,-0.0600386949831,-0.696765818941,0.71407779418
1570512771474626656,7272,1570512771400798000,/map,-17882.2382812,-93983.6171875,64.1416168213,-0.0311467467497,-0.0582708704502,-0.695754061642,0.715234696819
1570512771561287198,7273,1570512771501705000,/map,-17882.2089844,-93983.9765625,64.2319412231,-0.0333125702933,-0.0529887322459,-0.695371558756,0.715919591985
1570512771740783537,7274,1570512771601293000,/map,-17882.1738281,-93984.640625,64.3103256226,-0.0325059546403,-0.0498917089404,-0.69556589348,0.715990410633
1570512771883065940,7275,1570512771701891000,/map,-17882.0800781,-93984.8359375,64.3283538818,-0.0322769476469,-0.0464735117939,-0.69536443565,0.716426348612
1570512771924369815,7276,1570512771801794000,/map,-17882.0820312,-93985.03125,64.3320922852,-0.0335861002574,-0.0432378862716,-0.694796147098,0.717119775935
1570512771963891151,7277,1570512771901938000,/map,-17882.0976562,-93985.25,64.3864212036,-0.0360032990788,-0.0419759137491,-0.694101503955,0.717749877971
1570512772059133592,7278,1570512772003829000,/map,-17882.1347656,-93985.4609375,64.4381561279,-0.0376668004537,-0.0403961718312,-0.693788923989,0.718057303003
1570512772199776933,7279,1570512772102432000,/map,-17882.0878906,-93985.6484375,64.4727096558,-0.0406089036877,-0.036155238269,-0.693834129596,0.718079324514
1570512772261133916,7280,1570512772202578000,/map,-17882.0449219,-93985.8359375,64.5139846802,-0.0370672716272,-0.037163681475,-0.694172083649,0.717892747167
1570512772363363466,7281,1570512772302927000,/map,-17881.9941406,-93986.0234375,64.5258255005,-0.0311813717526,-0.0392750972888,-0.694814816239,0.717438192407
1570512772472713023,7282,1570512772403073000,/map,-17882.03125,-93986.1796875,64.55834198,-0.0334510925769,-0.0337167859818,-0.696417758467,0.716063201429
1570512772577321579,7283,1570512772503324000,/map,-17882.1367188,-93986.390625,64.5757598877,-0.0371591975287,-0.0300469709147,-0.699318444525,0.713211109508
1570512772667002899,7284,1570512772603580000,/map,-17882.2421875,-93986.6171875,64.6047592163,-0.0394531752981,-0.029637401066,-0.702247037676,0.71022121166
1570512772824819239,7285,1570512772703716000,/map,-17882.1230469,-93986.7734375,64.678817749,-0.0379154565399,-0.0321964474051,-0.702695683202,0.709749662726
1570512772896704012,7286,1570512772804067000,/map,-17882.171875,-93986.8984375,64.7227783203,-0.0405589699436,-0.0283224693874,-0.704544190718,0.707933818242
1570512773033440542,7287,1570512772904211000,/map,-17882.0996094,-93987.1328125,64.7840957642,-0.0385253186545,-0.0283180036337,-0.704733865841,0.707858791588
1570512773178346208,7288,1570512773004362000,/map,-17882.0136719,-93987.890625,64.8417816162,-0.035442096283,-0.0300545415896,-0.701293699461,0.71135626056
1570512773237038510,7289,1570512773104710000,/map,-17882.125,-93988.7734375,64.9711380005,-0.0300390199672,-0.0321910768882,-0.701662491579,0.711147762254
1570512773365165314,7290,1570512773204854000,/map,-17882.1230469,-93990.265625,65.1101226807,-0.0253342005078,-0.0324790182411,-0.705137346595,0.707873303703
1570512773486321373,7291,1570512773305106000,/map,-17882.0507812,-93992.1484375,65.2820587158,-0.0236928983476,-0.0312090500004,-0.705649172909,0.707477127926
1570512773576092250,7292,1570512773405348000,/map,-17882.1914062,-93994.3828125,65.3716201782,-0.0249680935554,-0.0288549279339,-0.705075142924,0.708105239543
1570512773641597750,7293,1570512773507571000,/map,-17882.0410156,-93996.5078125,65.52784729,-0.0295187400144,-0.0265543576451,-0.703128237296,0.709953654822
1570512773702711594,7294,1570512773606208000,/map,-17882.0039062,-93998.5078125,65.6513137817,-0.032684068597,-0.026549773342,-0.70433951716,0.7086132272
1570512773771542077,7295,1570512773705990000,/map,-17882.0,-94000.546875,65.7879104614,-0.0372071224019,-0.025323744572,-0.705878909606,0.706901197464
1570512773867117815,7296,1570512773809514000,/map,-17881.9980469,-94002.6484375,65.9676208496,-0.0387496778043,-0.0259132706756,-0.707359148757,0.705315531902
1570512774001837578,7297,1570512773906486000,/map,-17882.1679688,-94004.5625,66.1289901733,-0.0324150583475,-0.0307897392674,-0.708568239922,0.704224612835
1570512774070317806,7298,1570512774006630000,/map,-17882.5429688,-94006.5625,66.3348617554,-0.0334622702758,-0.0246385634785,-0.713190737882,0.699737228578
1570512774212960672,7299,1570512774106979000,/map,-17882.4257812,-94008.3984375,66.4567642212,-0.031577391529,-0.019982263796,-0.717034864589,0.696034898868
1570512774403050381,7300,1570512774207124000,/map,-17882.4824219,-94009.4921875,66.5089874268,-0.0319811359501,-0.0181382743927,-0.719075366974,0.693958807536
1570512774489409541,7301,1570512774307315000,/map,-17882.3691406,-94010.109375,66.5216369629,-0.0307189296691,-0.0201462395433,-0.719159356473,0.693873400837
1570512774537166520,7302,1570512774407623000,/map,-17882.4277344,-94010.5546875,66.5149230957,-0.0314075885794,-0.0231912993866,-0.719349831514,0.693549959926
1570512774575899859,7303,1570512774507765000,/map,-17882.4492188,-94010.984375,66.5564956665,-0.0328276714887,-0.0259972655634,-0.719804463909,0.692912707276
1570512774722159632,7304,1570512774608013000,/map,-17882.5292969,-94011.9296875,66.6763076782,-0.0339557508194,-0.0240218110337,-0.721075685294,0.69160669145
1570512774803504638,7305,1570512774708260000,/map,-17882.4707031,-94012.59375,66.7276153564,-0.0332811371054,-0.0203918626663,-0.722931098029,0.689816762157
1570512774972274326,7306,1570512774810039000,/map,-17882.5332031,-94013.546875,66.8148880005,-0.0303110853296,-0.019165997145,-0.723490338171,0.689402373968
1570512775034442235,7307,1570512774908758000,/map,-17882.5371094,-94014.21875,66.8517456055,-0.0291926879248,-0.0164157305703,-0.72448957138,0.688471620129
1570512775073539286,7308,1570512775008912000,/map,-17882.53125,-94014.875,66.8261413574,-0.0290695525577,-0.0165676502383,-0.725804111198,0.687087233361
1570512775234860048,7309,1570512775109050000,/map,-17882.5410156,-94015.96875,66.8813095093,-0.0282526452357,-0.0211737219862,-0.728787142007,0.683829483994
1570512775339884765,7310,1570512775213760000,/map,-17882.5957031,-94016.59375,66.9202575684,-0.0300573525983,-0.02130490043,-0.729552511754,0.682931760402
1570512775418128509,7311,1570512775309544000,/map,-17882.6757812,-94017.578125,66.997543335,-0.0310851402091,-0.0210314189063,-0.730959449251,0.681388051721
1570512775491018699,7312,1570512775409798000,/map,-17882.703125,-94018.375,67.0384368896,-0.0286498443676,-0.0216900103871,-0.732699444313,0.679603012185
1570512775587360516,7313,1570512775510063000,/map,-17882.7226562,-94019.1875,67.1047515869,-0.0281360559305,-0.0213497409644,-0.734063583113,0.678161637713
1570512775682242606,7314,1570512775610185000,/map,-17882.8007812,-94020.1015625,67.1559906006,-0.0273428489488,-0.0212479521278,-0.734248219022,0.677997379054
1570512775783480356,7315,1570512775710535000,/map,-17882.8632812,-94020.953125,67.2015914917,-0.0259613297148,-0.0211075977555,-0.735050562989,0.677186199303
1570512775889570245,7316,1570512775810703000,/map,-17882.9121094,-94021.953125,67.2936019897,-0.0257273379691,-0.0182887644727,-0.735968050619,0.67628001127
1570512776038225298,7317,1570512775910928000,/map,-17882.9863281,-94022.484375,67.3434906006,-0.0243153465509,-0.0169148241268,-0.736674824671,0.675598146343
1570512776223535466,7318,1570512776011179000,/map,-17883.0800781,-94023.7578125,67.3929595947,-0.0229224809469,-0.0157102057116,-0.737091031145,0.675221860657
1570512776291873726,7319,1570512776111324000,/map,-17883.1777344,-94024.515625,67.4454193115,-0.0233512855881,-0.0129844055238,-0.737973509143,0.674300543139
1570512776330715879,7320,1570512776211673000,/map,-17883.2402344,-94025.390625,67.4587783813,-0.0223381702363,-0.0101634067141,-0.739398806717,0.672820270161
1570512776371315946,7321,1570512776311819000,/map,-17883.3046875,-94026.2890625,67.5217819214,-0.0200133393023,-0.00760442617278,-0.74044734593,0.671773300197
1570512776496388830,7322,1570512776411962000,/map,-17883.3535156,-94027.109375,67.548286438,-0.0145154510482,-0.00627793915201,-0.742906984378,0.669207816544
1570512776592058197,7323,1570512776512312000,/map,-17883.421875,-94028.171875,67.5829086304,-0.0125583996037,-0.00714773090304,-0.744766063605,0.667169174231
1570512776696413534,7324,1570512776612460000,/map,-17883.5625,-94029.046875,67.5805740356,-0.0122452944467,-0.00945458106863,-0.745441792851,0.66639117426
1570512776810977081,7325,1570512776712710000,/map,-17883.65625,-94029.984375,67.6112823486,-0.0155748545145,-0.0111480684215,-0.746597173811,0.665000604913
1570512776899842799,7326,1570512776812957000,/map,-17883.7148438,-94030.7734375,67.6445770264,-0.0178630489926,-0.0120003671207,-0.747205574203,0.664244482514
1570512776973689708,7327,1570512776913122000,/map,-17883.8398438,-94031.5625,67.6609268188,-0.022375607448,-0.0106095845407,-0.748251947966,0.662952329563
1570512777071800755,7328,1570512777013472000,/map,-17883.9003906,-94032.3828125,67.6917190552,-0.0249754245577,-0.0124499247096,-0.749020487001,0.661958863975
1570512777201062987,7329,1570512777113597000,/map,-17884.0371094,-94033.3984375,67.7208709717,-0.0270725100342,-0.0147781584461,-0.749800536585,0.660944657721
1570512777283162512,7330,1570512777213746000,/map,-17884.1660156,-94034.25,67.8377380371,-0.0276107754891,-0.0144440338995,-0.750785609986,0.659810565844
1570512777376725017,7331,1570512777314090000,/map,-17884.234375,-94035.0703125,67.8980712891,-0.0266233621295,-0.010891557237,-0.752660175739,0.657780533632
1570512777500195274,7332,1570512777414234000,/map,-17884.3535156,-94035.9453125,67.9874725342,-0.0273814655269,-0.0052495291885,-0.753908376641,0.656387734056
1570512777589781562,7333,1570512777514489000,/map,-17884.4609375,-94036.796875,67.9918518066,-0.0254060944074,-0.00583930700524,-0.754650846908,0.655608520476
1570512777701075633,7334,1570512777623764000,/map,-17884.5917969,-94037.78125,68.0375137329,-0.0275139920914,-0.0045073531331,-0.755734544085,0.654284313494
1570512777795969912,7335,1570512777714881000,/map,-17884.65625,-94038.5546875,68.0442886353,-0.0271430627609,-0.0105147349123,-0.756529286503,0.653311666173
1570512777870682731,7336,1570512777815231000,/map,-17884.7441406,-94039.4140625,68.1053695679,-0.0301825146818,-0.0108284471503,-0.757850324896,0.651639966236
1570512777993429972,7337,1570512777915376000,/map,-17884.8828125,-94040.2734375,68.2008056641,-0.0314893443211,-0.00995712993344,-0.758638265529,0.650674464562
1570512778105741056,7338,1570512778015619000,/map,-17885.0058594,-94040.9375,68.2310791016,-0.0297780653876,-0.00898111801687,-0.759796711249,0.649416325569
1570512778171914371,7339,1570512778115891000,/map,-17885.1015625,-94041.5859375,68.2735366821,-0.0285656834471,-0.0087523300012,-0.760636539827,0.6484901331
1570512778305068462,7340,1570512778216016000,/map,-17885.1738281,-94042.3671875,68.3485107422,-0.0275866807704,-0.00652969969835,-0.762056908769,0.646889175875
1570512778377472405,7341,1570512778317394000,/map,-17885.3261719,-94043.171875,68.3637161255,-0.0271962046722,-0.00605262237645,-0.763782069956,0.644872608991
1570512778496985878,7342,1570512778417541000,/map,-17885.4316406,-94044.0234375,68.4152526855,-0.0257516317345,-0.00545963962014,-0.765190275404,0.643265799049
1570512778584089337,7343,1570512778517780000,/map,-17885.5957031,-94044.796875,68.43359375,-0.0261172369477,-0.00497731437767,-0.7665745243,0.641604718632
1570512778708039572,7344,1570512778618029000,/map,-17885.703125,-94045.421875,68.4732589722,-0.0283009651823,-0.00244575892759,-0.76810291423,0.639696011231
1570512778808238612,7345,1570512778718173000,/map,-17885.7773438,-94046.203125,68.5167388916,-0.0255521893122,-0.00486546132014,-0.769114608671,0.638581343007
1570512778886689111,7346,1570512778818427000,/map,-17885.921875,-94046.9296875,68.5516586304,-0.0235581440725,-0.0063467917397,-0.770487016634,0.636988610009
1570512779004067096,7347,1570512778918673000,/map,-17886.0292969,-94047.59375,68.5458145142,-0.0248236581361,-0.00598586732436,-0.772259902568,0.634793350843
1570512779096696217,7348,1570512779018817000,/map,-17886.2285156,-94048.3984375,68.6193847656,-0.0292518997596,-0.00085052689107,-0.77331094444,0.633351234446
1570512779194915089,7349,1570512779119166000,/map,-17886.3671875,-94049.109375,68.6750488281,-0.0279028527273,-0.00300986532872,-0.774746818547,0.631648429644
1570512779305621299,7350,1570512779219333000,/map,-17886.4804688,-94049.7421875,68.7008056641,-0.0224326171145,-0.00642447238105,-0.776154182898,0.630111250665
1570512779387089512,7351,1570512779319565000,/map,-17886.6367188,-94050.4140625,68.6870651245,-0.0210346130368,-0.00707073547203,-0.778122236338,0.627720746089
1570512779500755045,7352,1570512779419811000,/map,-17886.7089844,-94050.96875,68.7171630859,-0.0282654310212,-0.00282675341296,-0.780391599405,0.624645520637
1570512779589330784,7353,1570512779520070000,/map,-17886.8789062,-94051.578125,68.7308502197,-0.0319665360398,-0.00392716107916,-0.782845060057,0.621382595446
1570512779718680532,7354,1570512779620304000,/map,-17887.0800781,-94052.515625,68.7790756226,-0.0339029397276,-0.00627587712553,-0.783954183413,0.619860502334
1570512779851961500,7355,1570512779720473000,/map,-17887.1699219,-94053.234375,68.8230361938,-0.0323547676946,-0.00672494769996,-0.785506319235,0.617970684198
1570512779887094661,7356,1570512779820594000,/map,-17887.3515625,-94053.9296875,68.8652572632,-0.0305947931119,-0.00386374099073,-0.787854673379,0.615088647087
1570512779989776483,7357,1570512779920979000,/map,-17887.5429688,-94054.5546875,68.8841018677,-0.0308076003636,-0.00120650018896,-0.790637911937,0.611507259421
1570512780083519561,7358,1570512780021094000,/map,-17887.7011719,-94055.1875,68.8961486816,-0.0316445187383,-0.00111906222853,-0.793182842907,0.608159806179
1570512780210635190,7359,1570512780121344000,/map,-17887.9023438,-94056.0078125,68.9644088745,-0.0331667991414,0.00202529512912,-0.795081897451,0.605591147524
1570512780298325776,7360,1570512780221668000,/map,-17888.0566406,-94056.765625,68.9787063599,-0.0305906511385,0.000652597882826,-0.797511770158,0.602526980838
1570512780385601370,7361,1570512780321755000,/map,-17888.2753906,-94057.4921875,68.9853286743,-0.0298914848465,-0.000951888753507,-0.799870577501,0.599426936574
1570512780486016757,7362,1570512780422082000,/map,-17888.4921875,-94058.21875,69.0221862793,-0.0290668135356,-0.00347807308288,-0.802165850516,0.596383242239
1570512780575468916,7363,1570512780522840000,/map,-17888.7148438,-94058.9453125,69.0448608398,-0.0291468523542,-0.00584333928297,-0.804522722752,0.593177464979
1570512780701970706,7364,1570512780622995000,/map,-17888.9882812,-94059.7265625,69.0762710571,-0.0308106681949,-0.00457770420737,-0.806706146815,0.590131290511
1570512780795142979,7365,1570512780723134000,/map,-17889.2617188,-94060.5234375,69.1534118652,-0.0289746556891,-0.00733655218131,-0.809259901059,0.58668991543
1570512780890090719,7366,1570512780823482000,/map,-17889.4804688,-94061.375,69.1903686523,-0.0281585382556,-0.00487540876156,-0.811315383425,0.583909818149
1570512781024727527,7367,1570512780923630000,/map,-17889.8085938,-94062.0546875,69.251739502,-0.0265087270506,-0.00244332889491,-0.81404176768,0.580195930704
1570512781102896489,7368,1570512781023880000,/map,-17890.0625,-94062.8984375,69.3003387451,-0.0234079058838,-0.000568886698759,-0.815829561884,0.577818200013
1570512781190157597,7369,1570512781124125000,/map,-17890.328125,-94063.78125,69.3257675171,-0.0182814988755,-0.00279839341165,-0.818058391091,0.574837737591
1570512781298961626,7370,1570512781224276000,/map,-17890.6269531,-94064.6328125,69.3850402832,-0.0143245705543,-0.004291353631,-0.820305582237,0.57172995611
1570512781377063907,7371,1570512781324616000,/map,-17890.9863281,-94065.4765625,69.3936843872,-0.0124979398574,-0.00194621394456,-0.822753187232,0.568258045829
1570512781497730586,7372,1570512781426267000,/map,-17891.2773438,-94066.390625,69.3676376343,-0.010657136019,-0.000789798432323,-0.824213678656,0.566178075862
1570512781604933848,7373,1570512781524912000,/map,-17891.5410156,-94067.1640625,69.3615722656,-0.0118412821473,0.00113354886007,-0.825841811976,0.563776374723
1570512781688202063,7374,1570512781625259000,/map,-17891.8652344,-94067.9921875,69.4114685059,-0.00944209364417,-0.00111478489691,-0.827095237838,0.561981380179
1570512781782412242,7375,1570512781725406000,/map,-17892.2246094,-94068.8515625,69.4139251709,-0.0085131880747,0.00218747558715,-0.828379508069,0.560098322788
1570512781883405966,7376,1570512781825651000,/map,-17892.6171875,-94069.6484375,69.4460220337,-0.00338119577508,0.00290065148428,-0.830239024022,0.557389735039
1570512782011244140,7377,1570512781925901000,/map,-17892.9472656,-94070.5234375,69.3469772339,-0.00398043585415,0.00651665150109,-0.831197202128,0.555925265264
1570512782100251639,7378,1570512782026867000,/map,-17893.3378906,-94071.3046875,69.341293335,-0.00699338863491,0.00578713978383,-0.832244605055,0.554334302461
1570512782187006784,7379,1570512782127013000,/map,-17893.6933594,-94072.171875,69.3082809448,-0.0129549293164,0.00729862636943,-0.833129300258,0.552878349107
1570512782294358857,7380,1570512782227161000,/map,-17894.0546875,-94073.125,69.3806762695,-0.0139007587937,0.00735701760613,-0.833816329388,0.551817879415
1570512782412736724,7381,1570512782327507000,/map,-17894.3632812,-94073.84375,69.4094467163,-0.0146459072622,0.00978170860315,-0.834039950809,0.551422864987
1570512782514579964,7382,1570512782427653000,/map,-17894.7617188,-94074.796875,69.3848953247,-0.0163976970481,0.00958458730404,-0.834802350468,0.550222034156
1570512782594988959,7383,1570512782527902000,/map,-17895.1152344,-94075.7578125,69.4255371094,-0.0190864753404,0.00886885399209,-0.835681142649,0.548811513827
1570512782729566965,7384,1570512782628151000,/map,-17895.3476562,-94076.578125,69.4895019531,-0.0176956651236,0.00389568068405,-0.835915300746,0.548559292226
1570512782810553895,7385,1570512782728294000,/map,-17895.6777344,-94077.296875,69.5276565552,-0.0180354653947,0.0066501946713,-0.836874526014,0.547057149306
1570512782882809417,7386,1570512782828643000,/map,-17896.03125,-94078.0234375,69.530632019,-0.0160813344068,0.007835254636,-0.837594569091,0.54599939313
1570512782995070015,7387,1570512782928800000,/map,-17896.3984375,-94078.75,69.4732971191,-0.0161715210923,0.00902114442164,-0.838805104487,0.544116805057
1570512783082908172,7388,1570512783028946000,/map,-17896.7597656,-94079.5390625,69.4811172485,-0.0184414240949,0.00749265530624,-0.839432768699,0.543098886785
1570512783200658356,7389,1570512783129289000,/map,-17897.1875,-94080.4140625,69.5218658447,-0.0197598446277,0.00317352602972,-0.840339127713,0.54169145065
1570512783290606553,7390,1570512783229432000,/map,-17897.5039062,-94081.3828125,69.5971755981,-0.0196500815198,-0.000239843120479,-0.841220220404,0.540335412087
1570512783407496187,7391,1570512783329780000,/map,-17897.9023438,-94082.09375,69.6108016968,-0.0212063630847,0.00135516438545,-0.841936224742,0.539158462015
1570512783498224940,7392,1570512783429949000,/map,-17898.2539062,-94082.84375,69.6251449585,-0.0200973126313,0.00172806336539,-0.842832011078,0.537798580255
1570512783580904359,7393,1570512783530071000,/map,-17898.6191406,-94083.65625,69.6717529297,-0.0198115745587,0.00209388397643,-0.844086227769,0.535837248849
1570512783719140590,7394,1570512783630438000,/map,-17898.9707031,-94084.6796875,69.6955871582,-0.0198404385715,0.00341590805093,-0.844847584836,0.534628138959
1570512783833132337,7395,1570512783730580000,/map,-17899.3242188,-94085.421875,69.7185516357,-0.0202491657622,0.00428338280343,-0.84556167114,0.533476413928
1570512783901028995,7396,1570512783830813000,/map,-17899.71875,-94086.3984375,69.7310562134,-0.0200639703791,0.00378772536174,-0.846384110505,0.532181386102
1570512784013149253,7397,1570512783931062000,/map,-17900.0136719,-94087.0,69.7908859253,-0.0167896935773,-0.000337854311415,-0.8468603876,0.531550069098
1570512784091380259,7398,1570512784033668000,/map,-17900.2304688,-94087.6796875,69.8139190674,-0.0162807478617,0.00177870171512,-0.847563070977,0.530441904628
1570512784219492955,7399,1570512784138708000,/map,-17900.6347656,-94088.3984375,69.8601837158,-0.0168306442216,0.00419388981566,-0.848168669777,0.529442204884
1570512784296080778,7400,1570512784234163000,/map,-17900.9667969,-94089.0703125,69.8563842773,-0.0171336347568,0.00483694148469,-0.848842984329,0.528345181215
1570512784412012750,7401,1570512784335699000,/map,-17901.4257812,-94090.0078125,69.8499298096,-0.0201871801321,0.00597929454096,-0.849780048859,0.526716806601
1570512784513640566,7402,1570512784434656000,/map,-17901.7265625,-94090.6953125,69.8681488037,-0.0250118860136,0.0107997580154,-0.850196407967,0.525760248274
1570512784581737397,7403,1570512784534802000,/map,-17902.0488281,-94091.375,69.9001846313,-0.0260757280656,0.0130509218761,-0.851137952746,0.52413158199
1570512784692330907,7404,1570512784634948000,/map,-17902.3886719,-94092.03125,69.9516906738,-0.0239232440053,0.0134370458779,-0.851948484669,0.522906209242
1570512784798690668,7405,1570512784735298000,/map,-17902.7382812,-94092.671875,70.0031890869,-0.0244068236416,0.0156051684889,-0.852748032088,0.521518532217
1570512784898381612,7406,1570512784835470000,/map,-17903.0742188,-94093.34375,70.017578125,-0.0232122394689,0.0150473946037,-0.853419968868,0.520489312658
1570512784991476994,7407,1570512784935697000,/map,-17903.4277344,-94094.0390625,70.0173187256,-0.0250012640887,0.0170302246037,-0.85434597309,0.51882354082
1570512785080292103,7408,1570512785035937000,/map,-17903.8261719,-94094.7109375,70.0283813477,-0.0277078204779,0.0188352574702,-0.855170436497,0.51726302236
1570512785203367678,7409,1570512785136086000,/map,-17904.1464844,-94095.3125,70.0512313843,-0.0276094466701,0.0178082715148,-0.855345406183,0.517015299621
1570512785299089118,7410,1570512785236437000,/map,-17904.3476562,-94095.8984375,70.0822525024,-0.0270681032272,0.0160718413667,-0.85466986448,0.518216592221
1570512785407331817,7411,1570512785339159000,/map,-17904.6484375,-94096.5,70.0953598022,-0.0249539733543,0.012449401246,-0.854503819337,0.518695994163
1570512785499087130,7412,1570512785437823000,/map,-17904.9570312,-94097.0625,70.1077346802,-0.0255094643999,0.0134553098499,-0.854425695055,0.518772545045
1570512785587906429,7413,1570512785537075000,/map,-17905.2480469,-94097.609375,70.1349334717,-0.0266780375618,0.0137147102955,-0.8544735445,0.518628143068
1570512785694989884,7414,1570512785637325000,/map,-17905.5488281,-94098.171875,70.1621627808,-0.029206316141,0.0163006405993,-0.854082117615,0.519061669345
1570512785780925035,7415,1570512785737473000,/map,-17905.8574219,-94098.75,70.1630783081,-0.0290732939927,0.0152488461205,-0.853368807608,0.52027290384
1570512785893046571,7416,1570512785837718000,/map,-17906.171875,-94099.328125,70.1811065674,-0.0289254661184,0.0134946289257,-0.85300178971,0.520931050285
1570512786019203906,7417,1570512785937867000,/map,-17906.4433594,-94099.7578125,70.2322769165,-0.0299902139779,0.0147013774219,-0.852263936495,0.522044671572
1570512786099554389,7418,1570512786038211000,/map,-17906.7363281,-94100.359375,70.2468719482,-0.0307851690348,0.0166980523396,-0.85182765379,0.522650070941
1570512786229461930,7419,1570512786138356000,/map,-17906.9199219,-94100.8203125,70.2609939575,-0.0294256519534,0.0132737850426,-0.851380147435,0.523554946679
1570512786297847250,7420,1570512786238637000,/map,-17907.1386719,-94101.359375,70.2758712769,-0.0300271038491,0.0127984863783,-0.851068047731,0.524039836188
1570512786403112258,7421,1570512786344096000,/map,-17907.375,-94101.84375,70.2949829102,-0.031058369239,0.0135514215255,-0.851363872934,0.523479982939
1570512786515580026,7422,1570512786439003000,/map,-17907.6621094,-94102.3125,70.3154296875,-0.0309296675561,0.0148061197914,-0.85206563448,0.522310529302
1570512786599788922,7423,1570512786539350000,/map,-17907.9042969,-94102.7578125,70.3444595337,-0.0311269558687,0.0147820160152,-0.853208017567,0.520431247505
1570512786708462329,7424,1570512786639494000,/map,-17908.0898438,-94103.1171875,70.3668365479,-0.0305908164942,0.0142961198047,-0.85488727222,0.517713796127
1570512786808535526,7425,1570512786739846000,/map,-17908.2246094,-94103.5703125,70.4311981201,-0.0274343602042,0.0108559916397,-0.857317007478,0.513942654403
1570512786912882400,7426,1570512786840242000,/map,-17908.5644531,-94103.9765625,70.4488525391,-0.0282894702661,0.0131649779327,-0.860629346336,0.508275041147
1570512787030563794,7427,1570512786940341000,/map,-17908.7167969,-94104.3359375,70.4490203857,-0.0233359375013,0.00870011665583,-0.864297686525,0.50236366415
1570512787090924177,7428,1570512787040487000,/map,-17908.8691406,-94104.671875,70.488861084,-0.023391057928,0.00768594548912,-0.86784725674,0.496220640059
1570512787211295584,7429,1570512787140840000,/map,-17908.9511719,-94105.015625,70.4886627197,-0.0245106311033,0.00849242794228,-0.871851638513,0.489082639287
1570512787293963451,7430,1570512787240981000,/map,-17909.0371094,-94105.3515625,70.5054092407,-0.023690255783,0.00719441559716,-0.876365305255,0.481010253435
1570512787410297312,7431,1570512787341229000,/map,-17909.2597656,-94105.609375,70.5443572998,-0.022679123019,0.00372858281954,-0.881853793297,0.470962463788
